Genus	SMPL0	SMPL1	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19	SMPL2	SMPL20	SMPL21	SMPL22	SMPL23	SMPL24	SMPL25	SMPL26	SMPL27	SMPL28	SMPL29	SMPL3	SMPL30	SMPL31	SMPL32	SMPL33	SMPL34	SMPL35	SMPL36	SMPL37	SMPL38	SMPL39	SMPL4	SMPL40	SMPL41	SMPL42	SMPL43	SMPL44	SMPL45	SMPL46	SMPL47	SMPL48	SMPL49	SMPL5	SMPL50	SMPL51	SMPL52	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL6	SMPL7	SMPL8	SMPL9
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia	0	8	0	82	0	0	30	2	444	0	0	0	2	0	0	0	0	0	0	0	80	240	0	0	0	0	1	0	85	0	13	484	10	223	0	16	0	0	34	96	0	0	0	0	35	0	0	7	0	0	110	0	0	0	0	31	0	0	0	382
Bacteria;Actinobacteriota;MB-A2-108;?;?;?	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;?;?	0	0	0	0	0	0	0	0	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;?	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	219	14	0	0	6	14	119	168	8	0	89	0	212	0	12	0	0	0	0	0	3	10	9	204	0	0	1	0	0	5	0	0	0	0	0	2	0	8	1	4	22	0	26	0	0	107	5	4	3	12	2	0	4	5	19	5	58	18	134	474
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	558	25	0	0	0	12	33	25	3	0	115	0	22	0	5	28	0	0	0	0	7	1	2	247	0	2	1	3	3	20	5	7	3	0	0	0	0	0	3	0	6	1	32	0	0	333	11	4	25	5	2	0	47	8	0	13	194	9	30	198
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;?	17	3	0	0	3	1	4	189	0	1	6	0	29	0	115	0	0	0	0	2	3	11	2	65	0	5	0	23	13	3	2	7	0	14	0	0	0	0	4	2	5	0	5	1	15	24	3	1	1	3	2	0	3	0	15	7	7	14	6	15
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	0	4	0	0	0	0	7	5	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	49	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	32	20	1	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;[Odoribacteraceae];Butyricimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;?;?;?;?	129	1	0	0	0	0	72	0	2	0	16	0	54	0	2	0	0	0	0	0	0	0	6	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	60	2	0	0	3	1	3	0	5	4	2	0	5	1	22
Bacteria;Bacteroidota;Bacteroidia;?;?;?	0	3	0	0	0	0	0	0	229	0	260	0	52	0	1	5	6	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	2	0	0	1	2	5	1	0	0	16	6
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;?;?	0	0	0	0	0	0	0	1204	75	0	0	0	0	0	0	1	0	0	0	0	408	0	42	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	565	0	4	0	0	0	16	0	15	0	0	18	732
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	43	0	4	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	38705	4588	1	811	2441	96	24691	1386	33542	25	119520	3	41270	1	1799	6	0	1	14036	23	6087	2617	26763	2270	168	26691	27712	2409	988	66930	78	1530	26183	1488	4	17362	15	26	11772	45105	11483	0	54268	36	639	80260	66353	1978	13873	48562	16412	8114	41	57832	18358	55442	31	6808	17862	8281
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;?	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	48	10	0	0	0	35	0	0	0	4	0	0	0	0	1	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	80	34	157	0	0	122	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella	901	1115	0	0	0	0	0	72	46	0	0	0	0	0	0	0	0	0	0	0	341	4	2117	47	0	0	403	11	4	0	2	53	282	5	0	0	16	0	14341	21488	706	0	4239	0	1	5294	0	717	17	4040	111	0	0	2652	43	9617	0	0	86	145
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter	0	505	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	11	0	130	10	0	52	0	0	0	0	0	26	9	8	0	0	0	0	353	694	0	0	0	0	0	0	0	59	0	13	0	0	0	0	0	96	0	0	67	30
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas	18	352	0	0	0	0	0	6	419	0	0	0	0	0	0	0	0	0	0	0	114	0	424	0	0	0	1317	0	8	0	0	3	701	0	0	0	0	0	0	0	33	0	0	0	0	0	0	30	1	26	0	0	0	76	2	156	0	0	1180	254
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter	138	129	0	0	0	0	0	3	505	0	0	0	0	0	0	0	0	0	0	0	198	0	134	1	0	6	10580	0	51	0	0	23	46	15	0	0	0	0	3232	3243	56	0	304	0	0	0	0	19	0	62	4	0	0	729	6	335	0	0	169	9
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;?	0	0	0	13	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	6	0	1	0	283	1	159	1	3867	1	0	1	0	0	0	2	0	0	1	0	131	0	0	3373	0	0	0	0	0	0	4	0	0	1	8162	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;CAG-873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;uncultured Bacteroidales bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	0	0	0	649	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3760	0	0	0	0	0	24	0	0	157	0	0	0	746	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;?	0	41	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2044	0	0	0	0	0	0	0	58	0	5452	0	0	26	1	0	2	0	0	0	243	0	0	0	14328	0	0	6156	0	81	0	0	0	0	0	0	793	0	922	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	40	0	2728	0	0	0	0	0	0	0	0	0	471	0	0	0	5676	0	0	4614	0	0	0	1	0	0	0	0	0	0	1410	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2654	0	2754	319	0	0	0	0	0	1	1	0	501	0	0	0	0	0	279	0	0	0	0	0	0	0	0	789	2	680	0	0	0	1239	6	1009	0	0	1269	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	0	1	0	1494	0	0	3048	0	8320	0	1	0	1	0	0	4	0	1	0	0	5309	0	1	8	0	10	36383	1	32	0	7513	0	0	0	0	69	0	1	2	1	133	0	0	2	1824	0	1	5022	0	0	7	2	0	0	0	0	2811	5979	13240	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7	27	38	0	0	0	2	68	1349	5559	3	0	1902	2322	2568	936	912	1	0	1	23	58	0	2	466	0	0	0	0	0	0	664	0	5	0	67	13608	0	0	8	0	2543	0	1	131	1	8	1	2446	6	1	6	1	242	0	299	5	49861	28	25	5
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9	30	68458	0	205	0	0	9	1	4870	0	3	0	6	0	1655	0	0	0	0	39740	34888	0	1	25	0	9732	18297	23	1928	1	7	4	16872	374	0	57598	0	6	4663	0	14869	0	1	2	35595	9	0	48307	9	0	13090	68500	0	2	2	2	42	70405	2	2
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae NK3B31 group	1	2	0	0	0	0	16	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	60	0	0	321	0	430	0	2	0	469	0	0	813	0	0	0	0	0	0	0	0	1	0	0	1063	0	0	1	9	0	0	0	0	5	14273	3	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae UCG-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;?	0	4	0	0	0	0	0	3	41	0	0	0	0	0	0	0	0	0	0	0	1	0	19	4	0	3	51	2	1	118	0	10	2	65	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	1	2	0	0	0	0	16	0	0	58	55
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes	584	1279	0	51	2	0	0	10	430	0	0	0	0	0	1	0	0	0	0	3	305	0	3971	44	0	1450	5970	31	18	3343	1	320	35	60	0	9	7	0	18857	1862	540	0	3643	0	0	0	0	32	6	136	18	13	0	1390	3	2200	0	0	1151	354
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae RC9 gut group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1319	0	1670	0	0	0	0	0	0	0	2186	0	0	0	220	0	0	0	0	230	0	1	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;?	0	2	0	0	0	0	0	0	2606	0	0	0	0	0	0	0	0	0	0	6689	10792	0	0	0	0	3042	0	0	424	0	0	0	4727	90	0	48	0	0	0	0	1328	0	0	0	6	0	0	8437	0	0	12	1344	0	0	0	0	0	1	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides	2440	675	0	273	0	2	0	174	11236	12	1910	0	0	0	102	0	0	0	0	0	593	922	1736	268	0	4368	1940	318	281	4023	39916	645	3090	86	0	2468	0	0	1225	2390	443	0	0	0	256	820	0	718	6	1633	0	11	1	1917	133	1125	0	386	3636	3974
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	106	1	32	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga	0	0	0	45	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;?	0	0	0	0	0	0	0	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Empedobacter	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Campylobacterota;Campylobacteria;?;?;?	0	1	0	0	0	0	60	0	0	0	0	0	75	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	5	0	1	0	28	0	0	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter	2	0	0	222	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	124	0	0	0	1	0	0	0	0	0	0	0	2	0
Bacteria;Chloroflexi;?;?;?;?	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;AD3;uncultured Chloroflexi bacterium;?;?	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;?	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;?;?	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Gitt-GS-136;uncultured Caldilineaceae bacterium;?;?	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;JG30-KF-AS9;?	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;HSB OF53-F07	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;SHA-26;?;?;?	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;TK10;bacterium Ellin6519;?;?	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;TK10;bacterium Ellin6543;?;?	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;?;?	0	0	2	2	11	0	0	1	55	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	3	0	0	1
Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;?;?	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	115	0
Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;Clostridium sp. CAG:306;?	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	0	126	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;gut metagenome;?	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
Bacteria;Desulfobacterota;?;?;?;?	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;?;?	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;?;?;?	0	0	0	65	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	8	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;?	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	7	0	1	0	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Bilophila	16	250	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	16	0	0	264	50	108	184	0	42	0	0	0	51	0	0	0	829	26	0	0	0	0	0	20	1	0	115	0	0	0	278	1	9	0	0	149	13
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	37	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Bacteria;Firmicutes;?;?;?;?	9	10	6220	726	0	42	15	37625	146	194	96	215	401	26	243	788	16	222	1	660	398	19734	6790	7363	0	6643	1	1395	1481	0	20427	1	55	4	329	5	0	30	9	0	4	2	8977	5067	1	26	0	3	17	8	1968	0	18	5	9	62	13	585	6	5
Bacteria;Firmicutes;Bacilli;?;?;?	2794	280	132	6	3	1858	47	30	137	3148	511	56	413	415	2866	674	37	10503	598	881	253	2149	2	1134	20	31	6	2285	784	306	269	229	487	414	1588	0	0	317	64	72	63	41016	352	647	74	473	1478	9	6143	5613	3549	0	1052	307	2739	1311	2140	71	537	19
Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Anaeroplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3525	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;?;?	0	3	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	1	0	0	1	0	0	0	13	3	6	10	3	45	3	0	0	3	0	7	0	4	0	0	0	0	0	0	0	2	0	0	0	4	0	37	25	1	0	145	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;?	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	11	0	20	9	0	0	63	0	0	0	0	0	0	3	0	0	0	0	190	0	0	0	0	0	0	0	0	0	5	0	9	0	38	4	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Asteroleplasma	0	0	0	0	0	0	0	183	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	300	0	1636	0	0	0	0	0	258	0	91	0	0	0	403	0	0	0	0	0	0	1938	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Catenibacterium	0	72	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1050	0	0	0	0	0	1	0	0	3175	0	1	0	0	0	0	0	0	0	1499	0	0	0	0	0	5	0	0	0	0	0	0	10	0	0	0	0	0	0	0	388
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium	4	1	0	0	0	0	71	0	0	0	13	0	45	0	0	500	0	0	0	0	0	0	4	0	0	5	0	425	5	25	0	89	0	1	0	40	1	0	7	17	13	1	2	8388	0	54	109	0	0	26	30	6	38	23	136	24	6	18	4	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelotrichaceae UCG-003	74	2	0	0	0	39	1	4	5	0	0	0	1584	0	490	0	0	1	3	10	891	1812	1	94	0	0	0	13766	115	16	2	4	2	39	11	0	0	1	0	11	3	627	84	1	0	1	7	6108	17	218	538	0	13013	3	24	429	1	6	1	9
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;?	6	3	0	0	0	0	0	386	54	0	9	0	6	0	3	0	0	0	0	0	3812	0	16	0	0	1219	0	6	12	2	0	235	12	1	0	0	0	0	142	2	0	0	1	1	114	0	0	4	0	801	1	0	0	4	4	33	19	23	0	209
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Dubosiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae UCG-006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea	0	0	0	0	0	433	0	2	0	0	1	0	63	0	0	0	0	0	0	0	0	0	39	0	2	0	40	0	0	1	0	15401	0	69	0	0	0	0	0	129	2	0	0	0	0	4	0	0	55	18	0	0	0	0	57	7	0	0	0	1
